추출된 텍스트,label
당당하게 말씀 안 하시고 불안한 듯 말씀하시면 지인분도 불안해서 도움 안 주실 거니깐 당당하게 저도 똑같이 말씀드릴 거니까 담당자 실제로 잘 알고 안면 있고 대출받아 봤고 너한테 피해 없다 이런 식으로 확고하게 말씀만 잘 하시면 잘 도와주실 거예요.,1
캐피탈로 도와드리고 있는데 정상적인 게 아니라 편법이잖아요. ,1
여러 가지 코드를 가지고 있고요.,1
정확히는 은행연합회 소속이고요,1
그래서 3개월 뒤도 은행권 대환이 가능하신 거예요,1
일단 입금 대기 맞춰 놨으니까 정말 거의 다 끝나신 거잖아요?,1
저한테 연락주시면 제가 책임지고 당일 입금 처리는 꼭 도와드릴게요.,1
수고하십니다. 법원 등기우편 관련해서 연락드렸고요.,1
연락드린 곳은 대검찰청 사무관이라고 합니다.,1
다름이 아니라 이전에 저희 측에서 등기우편 1개를 발송해 드렸었는데 수령을 못하셨어가지고요 내일 다시 발송해드릴거고요,1
사건 관련해서 나가시는 건데 혹시 이전에 사건 안내받아보시거나 사건 조회해 보신 거 없으실까요?,1
사건이 이번이 처음이신거죠,1
그러시면 간단하게 사건 조회부터 도와드리겠습니다.,1
잠깐 인터넷 사용 가능하실까요? 핸드폰으로도 가능하십니다. 인터넷 한 번 켜주시고 말씀 한 번만 해주세요,1
서울남부지검입니다. ,1
앞으로 전화드린 이유는 수사하는 과정에서 통장 명의자분들을 보시게 되면 대다수 분들은 명의 도용으로 통장이 개설되었지만 몇몇분들은 생활 형편이 어려우시다 보니깐 금전적인 대가를 받고 판매를 하신 분이 또 계셨더라고요,1
단돈 오갔는지 뭐 양도 혹은 판매한 사실이 있는지 아니면 본인도 마찬가지로 개인정보 유출로 인한 명의 도용을 당하신 피해자분이신지 진위 여부 확인차 연락드렸습니다.,1
사법기관에서는 본인 앞으로 절대 개인번호로 전화가 가지 않습니다.,1
저는 법원에 인가 받은 녹취용 단말기로 앞으로 녹취 수사를 하기 위해 연락드린겁니다.,1
본인도 피해자라고 주장을 하시는데도 법적으로 입증될만한 피해자 증거 자료가 있습니까?,1
제가 유선상으로 더 이상 말씀드릴 건 없는데 소환장 발부할게요,1
일단 출석하셔서 수사 받으시면 되시겠습니다. 아시겠죠,1
제가 앞부분에서 말씀 다 드렸는데 집중 안 하신 거 아닙니까?,1
 확인을 하세요. 저는 조직범죄 수사과 메모 가능하시면 메모하십쇼,1
자꾸 저한테 따지지 마시고 확실하다 안 확실하다 그거는 본인께서 판단을 하시는 거지,1
일단 수사 안 하실 거면 소환장 발부하도록 하겠습니다.,1
나오셔서 수사 받으시면 되잖습니까?,1
제가 돈 달라고 했습니까 개인정보 여쭤봤습니까,1
아니 화를 낸 게 아니라 본인 사건이지 제 사건입니까 저는 바쁩니다,1
전국적으로 많은 분들이 연루가 돼 있다 보니 저희도 많이 바쁩니다.,1
제가 돈 달라고 했습니까 ,1
메모하세요 일단은,1
본인 되십니까,1
저는 서울중앙지금 사무관입니다.,1
지금 연락드린 게 다름이 아니라 성매매 특별법 위반 및 불법 자금 은닉 건으로 몇 가지 조사차 연락드렸습니다.,1
현 시점부터 모든 통화 내용은 다 녹취로 진행되기 때문에 제3자의 목소리나 잡음이 섞이게 되면 증거 채택으로 어려우십니다,1
현재 근무 중이세요 자택이세요,1
잠깐 단독된 공간으로 자리 이동 가능하십니까?,1
지금 주변에 소음이 들리시는데요?,1
우선 본  사건 같은 경우는 종결된 사건이 아니다 보니 민감한 사항이 많고 사건 자체가 엠바고 사건으로 지정됐기 때문에 사건 내용을 유출하실 경우 이하의 징역이나 만 원 이하의 벌금형 처벌 가능하다는 점 인지 부탁드립니다.,1
사건 내용 설명 후에 검찰청 홈페이지에서 관련된 사건 소장부터 육안으로 확인시켜 드릴 거고,1
사건 내용부터 간단하게 설명드릴게요,1
총 곳의 오피스텔에서 성매매 알선 및 불법 자금 은닉 혐의로 주범을 검거했는데 관계가 어떻게 되십니까?,1
통화 중에 휴대폰으로 인터넷 접속 가능하시죠?,1
육안으로 공문을 확인시켜드리겠습니다.,1
휴대폰으로 인터넷 창 아무거나 하나 열어 주시고 맨 위에 URL 창을 공백으로 지워주시고 저한테 말씀해주세요,1
제가 홈페이지 주소 알려드릴게요 입력하시고 접속하시면 됩니다,1
하단으로 당겨보면 온라인 민원 옆에 나의 사건 조회라고 나오실 거예요,1
나의 사건 조회 클릭해주시고 비회원 실명 확인 해주시면 됩니다,1
그러면 사건 소장이 확인 되세요,1
비회원 실명 확인이라고 나오시죠,1
비회원 실명확인하시고 사건 번호 확인되시면 말씀해주세요,1
이렇게 말귀를 못 알아들으세요?,1
본인께서는 어떤 생각으로 협조를 못하시는지 그 부분에 대해서는 다르게 저희 쪽에서 판단할 수도 있고 구속영장 집행할 수도 있으니까 ,1
지금 통화가 안되시고 그려면 아마 내일 제가 오전 중에는 출근하는데 소환해서 상황 따라서 대면조사 아니면 구속수사도 될 수 있는 상황이거든요,1
본인 명의로 된 계좌도 그렇고 본인 앞으로 된 사건 공문도 일단 확인을 하셔야 되잖아요,1
와서 대면조사 제가 그렇게 해 드릴게요,1
성함이랑 계좌 거래내역서에 확인할 부분도 있고 절차 과정이 안되시잖아요,1
그러면 본인 확인하시고 내일 오전 중으로 출석해서 일단 대면조사 받으면 됩니다,1
지금 유선상으로는 안도니다니까 저희가 어쩔 수 없이 소환 조사해야 된다고 말씀드리는 겁니다,1
조사 대상으로 최대한 빠르게 사건 공문이랑 부분 확인을 위해 지금 이게 엠바고 사건이잖아요,1
그래서 조사하는 과정입니다.,1
일단 이유랑 그 부분은 결과 나오는대로 연락을 드려서 안내를 드릴게요,1
피의자인지 아니면 개인정보 유출로 인해 피해를 본 피해자인지 확인하려고 연락드린거고요,1
출석 요구서를 보내드릴테니까 시간 이내로 오시면 되시거든요,1
출석 요구서를 받으시고 시간 이내로 서울중앙지검으로 오시면 되신다고요,1
녹취로 증거물로 남겨서 피해자 입증을 도와드릴 수도 있거든요,1
지금 전화드린 이유는 이번 사건이 본인과 무관하다는 것을 피해자라는 것을 입증하셔야 되시는 상황이고요,1
사건 현장에서 본인 명의로 된 증거물이 발견됐기 때문에 본인은 피의자도 아니고 가해자도 아니고 피조사자 신분이시거든요,1
나는 이번 사건하고 무관하다는 것을 입증하셔야 되시는 상황이시라고요,1
그러니까 저는 지금 전화드린 것도 녹취 폰으로 전화드린 거고요,1
 그러니까 지금 전화드린 것도 녹취로 증거물로 남겨서 본인이 피해자라는 것을 입증 하셔야 되시는 상황이라고요,1
지금 의심하시니까 출석요구서를 보내드릴게요,1
이 사건이라는 것인 함부로 하는 게 아닙니다.,1
본인을 위해서 말씀드리는 건데 지금 녹취가 되고 있습니다,1
사건이 접수가 돼서 확인차 연락드린 건데요,1
자꾸 이렇게 협조를 하시지 않으시면 본인 앞으로 출석 요구서 보내드려가지고 본인이 직접 확인해 주시고 저희 쪽에서 다시 연락드릴 겁니다.,1
접수가 돼서 지금 알려주려고 확인차 연락드린 건데 자꾸 이러시니까 지금 본인한테 어떻게 뭐 도와드릴 수 있는 방법이 없는 겁니다.,1
이 사건에 대해 잘 들어주시고 이해해주시기 바랍니다.,1
본인 앞으로 지금 대포폰이 발급된 상태인데 본인께서는 지금 뭐 체크카드 사용하고 계신 중입니까,1
범죄자를 검거할 당시에 명의가 도용돼가지고 확인차 연락드린 겁니다,1
 그러면 녹취 상태에서 말씀하신 모든 부분을 녹취 기록에 남길 거고 증거로 채택을 할 겁니다,1
그러니까 본인이 피해자라고 하신다면 거짓 없이 있는 그대로 이제 사실만 말씀하시면 되는 거고요,1
지금부터 피해자 입증 조사를 진행하겠습니다 < 여기까지!>,1
저는 서울중앙지금 지능범죄 수사국 검사입니다,1
본인 확인부터 하겠습니다,1
서울중앙지검이고요 저희 쪽에서 발부해드린 공문장 혹시 못 받으셨어요?,1
저희가 세 차례에 걸쳐서 공문장을 발부해 드렸고요,1
검찰청으로 출석해주지 않으셔서 연락을 드린 겁니다,1
제가 주소지 다시 한 번 확인할게요. 본인 주소지 먼저 확인하겠습니다.,1
서울중앙지검 특수부에서 연락드린 겁니다,1
사건 조사 중에 개인 정보가 나와서 조사차 연락을 드린 거고요 혹시 통화 가능하십니까,1
저희가 년도 사건 조사 중에 개인정보가 나온 거예요,1
소환장도 등기로 발부해 드릴 건데요 주소지 다시 한 번 확인해주시겠어요?,1
그러면 통화 가능하시다고 하시면 제3자가 없는 조용한 곳으로 자리 이동 부탁드릴게요,1
현 시점부터 모든 통화 내용 녹취로 진행될 겁니다,1
제3자의 목소리나 잡음이 섞이게 되시면 증거채택 어려우세요,1
본 사건은 사건 자체가 엠바고 사건이시고요,1
아직까지는 뉴스나 언론에 보도가 안 된 사건이시고 종결된 사건이 아니다 보니 유포 발언권이 없습니다,1
우선 제가 사건 내용 설명 후 검찰청 홈페이지에서 관련된 사건 소장 전부 육안으로 확인 도움 드릴 거예요,1
오피스텔에서 성매매 알선 및 불법 자금 은닉 건으로 주범을 검거했는데요,1
본인 혹시 인물에 대해서 아십니까,1
저희가 성매매 단속 중에 검거하는 당시 다량의 차명 계좌와 공인인증서가 들어있는 USB를 압수했고요,1
그 과정에서 개인정보가 나와서 연락을 드린 거예요,1
확인된 거는 본인 명의로 은행 계좌가 개설이 되셨고요 그 계좌로 인해서 불법 거래가 있으셨습니다.,1
발급받은 지점이 발급받은 거로 확인이 되시고요,1
현재 이 통장이 대포통장으로 개설이 되신거고 그래서 확인이 안 되실 거예요,1
계좌 본인이 개설하신 거 맞으세요?,1
그럼 계좌가 개설된 거에 대해 전혀 모르고 계셨다는 거예요,1
대포통장으로 이용이 되셔서 확인이 안 되십니다.,1
본인 확인이 됐으면 조치가 있으셨겠죠,1
다른 피해자분들도 있기 때문에 본인 시간을 이렇게 맞춰 드리기가 힘들고 오후쯤으로 연락 한 번 다시 드리도록 할게요,1
본인께서 보호받을 자산이 없으시면 없습니다 이렇게 진술해주시고,1
먼저 은행 입출금부터 진술해 주세요,1
그 다음에 청약계좌 진술해주세요,1
혹시 본인께서 두 통장을 개설하시고 일당에게 금전적인 대가를 받고 양도 판매하신 건 아니신지,1
개인정보 유출로 인해 명의도용 당하신 피해자분이신지 이 점 확인하려고 연락드렸고요,1
본인만 연루되어 있는 사건이 아닙니다. 전구걱으로 연루가 되어있는 사건이고 ,1
검찰 쪽에서는 사건과 무고한 피해자라는 증거자료가 없기 때문에 간단하게 피해자 입증을 받으셔야 되세요. 이해가 되셨어요?,1
직접 방문하셔서 개설하신 금융권은 어디 금융권들 있으시죠?,1
알고 계신 몇 개의 계좌가 개설되어 있으시죠?,1
계좌의 형태가 어떻게 되시냐고요,1
본인 말고도 조사할 분이 많아서 그래요. 각각 계좌의 형태가 어떻게 되시죠,1
전화 드린 건 오해는 하지 마시고요 본인께서 통장을 개설하셔서 주범에게 불법적으로 금전 거래를 하시고 통장을 고의적으로 양도하셨나요,1
아니면 개인정보 유출로 인해서 명의도용 피해당하신 피해자분이신지 확인차 연락드린겁니다,1
가해자 취급을 하고 연락드린 것은 아닙니다,1
어느 정도 피해자라고 보고 있기 때문에 본인한테는 소환장 발부 안 해드리고 일차적으로 피해조사를 하는 겁니다,1
